,age,num_publications,specialty,marketing_dollars_spent,purchased
4624,57,9,obgyn,11,False
4625,43,6,obgyn,3,False
4626,40,9,obgyn,23,False
4627,35,6,other,9,False
4628,54,9,cardiology,0,False
4629,44,5,cardiology,2,False
4630,36,10,other,11,False
4631,55,12,emergency medicine,17,False
4632,50,9,obgyn,22,False
4633,40,3,obgyn,27,False
4634,54,4,obgyn,27,True
4635,42,6,emergency medicine,15,False
4636,57,7,obgyn,29,False
4637,34,8,other,11,False
4638,48,8,other,11,False
4639,51,6,internal medicine,22,True
4640,29,8,emergency medicine,26,False
4641,29,7,other,13,False
4642,47,4,cardiology,21,False
4643,37,8,internal medicine,27,True
4644,57,9,obgyn,8,False
4645,50,14,emergency medicine,22,False
4646,45,5,obgyn,28,True
4647,59,8,emergency medicine,24,False
4648,43,11,obgyn,4,False
4649,26,6,cardiology,28,False
4650,39,3,obgyn,23,False
4651,38,6,cardiology,19,False
4652,32,8,internal medicine,12,True
4653,48,6,obgyn,21,False
4654,27,5,cardiology,3,False
4655,27,8,cardiology,6,False
4656,48,6,other,18,False
4657,32,3,other,11,True
4658,45,9,other,29,False
4659,32,10,emergency medicine,19,False
4660,42,7,obgyn,2,False
4661,55,8,other,19,False
4662,59,6,obgyn,8,False
4663,38,4,internal medicine,14,True
4664,40,10,other,19,False
4665,57,6,other,22,False
4666,42,7,emergency medicine,7,False
4667,37,6,emergency medicine,8,False
4668,53,10,cardiology,2,False
4669,36,5,other,13,False
4670,53,8,cardiology,3,False
4671,29,3,emergency medicine,7,True
4672,33,6,other,3,False
4673,51,11,other,18,False
4674,43,11,obgyn,24,False
4675,27,9,internal medicine,25,True
4676,33,7,obgyn,4,False
4677,46,7,internal medicine,3,True
4678,35,9,obgyn,14,False
4679,57,5,obgyn,28,False
4680,30,5,internal medicine,10,False
4681,37,5,emergency medicine,24,True
4682,33,7,obgyn,11,False
4683,37,12,emergency medicine,24,False
4684,30,4,other,17,False
4685,37,6,cardiology,6,False
4686,39,6,emergency medicine,3,False
4687,29,9,cardiology,25,False
4688,37,6,cardiology,28,False
4689,47,9,obgyn,18,False
4690,30,3,emergency medicine,29,True
4691,28,5,other,21,False
4692,59,8,other,11,False
4693,55,12,other,10,False
4694,34,4,cardiology,28,False
4695,54,5,cardiology,6,True
4696,37,10,internal medicine,25,True
4697,44,4,other,12,False
4698,51,3,emergency medicine,14,True
4699,48,3,obgyn,22,False
4700,56,6,obgyn,21,False
4701,41,8,other,20,False
4702,47,6,other,7,False
4703,56,4,other,10,False
4704,28,7,obgyn,26,False
4705,32,9,emergency medicine,3,False
4706,55,10,obgyn,5,False
4707,42,2,cardiology,11,True
4708,53,4,emergency medicine,17,True
4709,57,4,other,22,False
4710,40,4,obgyn,16,False
4711,48,6,internal medicine,11,True
4712,46,6,internal medicine,7,True
4713,53,8,emergency medicine,2,False
4714,51,5,emergency medicine,8,True
4715,49,8,emergency medicine,1,False
4716,46,8,emergency medicine,2,False
4717,56,6,other,3,False
4718,34,8,other,16,False
4719,57,3,obgyn,16,False
4720,57,5,cardiology,11,False
4721,47,6,internal medicine,17,True
4722,36,7,emergency medicine,6,False
4723,58,3,cardiology,19,False
4724,56,7,internal medicine,8,True
4725,28,7,internal medicine,2,True
4726,32,13,cardiology,29,False
4727,27,8,cardiology,3,False
4728,59,10,cardiology,26,False
4729,37,8,emergency medicine,2,False
4730,26,3,internal medicine,12,True
4731,33,3,emergency medicine,28,True
4732,30,9,emergency medicine,20,False
4733,45,2,cardiology,4,True
4734,46,10,cardiology,19,False
4735,58,9,other,18,False
4736,56,7,obgyn,3,False
4737,40,6,obgyn,0,False
4738,37,3,cardiology,0,False
4739,40,11,cardiology,3,False
4740,48,3,obgyn,23,False
4741,35,9,obgyn,5,False
4742,34,6,internal medicine,18,True
4743,30,6,emergency medicine,18,False
4744,55,10,obgyn,11,False
4745,54,10,internal medicine,24,True
4746,40,3,cardiology,10,False
4747,40,14,cardiology,12,False
4748,48,8,emergency medicine,19,False
4749,26,4,other,15,False
4750,40,7,obgyn,2,False
4751,30,8,obgyn,26,False
4752,38,7,emergency medicine,21,False
4753,30,12,internal medicine,29,False
4754,40,3,emergency medicine,1,True
4755,55,5,cardiology,13,False
4756,39,6,internal medicine,0,True
4757,41,3,obgyn,19,False
4758,49,6,cardiology,7,False
4759,47,3,obgyn,1,False
4760,53,8,emergency medicine,14,False
4761,35,17,other,23,False
4762,29,9,emergency medicine,3,False
4763,45,7,cardiology,16,False
4764,53,9,obgyn,19,False
4765,36,6,obgyn,19,False
4766,33,4,internal medicine,17,True
4767,28,4,obgyn,17,False
4768,35,9,obgyn,22,False
4769,32,6,cardiology,25,False
4770,26,8,cardiology,26,False
4771,56,8,emergency medicine,13,False
4772,55,11,emergency medicine,19,False
4773,40,7,obgyn,13,False
4774,40,6,cardiology,29,False
4775,38,4,cardiology,5,False
4776,32,8,cardiology,29,False
4777,54,3,cardiology,28,False
4778,54,9,cardiology,28,False
4779,38,9,obgyn,6,False
4780,48,12,cardiology,4,False
4781,49,3,internal medicine,19,True
4782,52,12,cardiology,14,False
4783,40,10,cardiology,14,False
4784,57,1,other,25,True
4785,58,11,emergency medicine,20,False
4786,32,12,cardiology,25,False
4787,59,7,cardiology,24,True
4788,27,9,cardiology,9,False
4789,59,4,cardiology,3,False
4790,55,5,internal medicine,22,True
4791,56,9,internal medicine,15,True
4792,28,2,internal medicine,28,True
4793,32,4,emergency medicine,17,True
4794,28,9,other,25,False
4795,54,6,emergency medicine,28,False
4796,33,4,cardiology,3,False
4797,36,6,other,10,False
4798,28,8,emergency medicine,10,False
4799,54,6,internal medicine,25,True
4800,49,11,other,12,False
4801,44,5,cardiology,26,False
4802,32,9,emergency medicine,9,False
4803,49,6,other,11,False
4804,42,6,obgyn,8,False
4805,41,6,internal medicine,6,False
4806,45,6,other,11,False
4807,42,5,cardiology,6,False
4808,28,6,obgyn,16,False
4809,28,6,obgyn,5,False
4810,39,4,obgyn,28,False
4811,29,2,internal medicine,23,True
4812,55,9,emergency medicine,5,False
4813,51,7,emergency medicine,2,False
4814,49,11,obgyn,6,False
4815,58,6,cardiology,20,False
4816,50,4,other,15,False
4817,36,2,other,22,True
4818,37,9,emergency medicine,24,False
4819,47,6,internal medicine,17,True
4820,25,4,cardiology,6,False
4821,25,3,obgyn,15,False
4822,45,9,cardiology,1,False
4823,46,9,emergency medicine,10,False
4824,57,8,emergency medicine,1,False
4825,53,9,internal medicine,17,True
4826,52,4,obgyn,17,False
4827,41,8,emergency medicine,20,False
4828,34,7,obgyn,18,False
4829,26,5,cardiology,28,False
4830,38,7,internal medicine,23,True
4831,59,8,emergency medicine,6,True
4832,56,11,obgyn,13,True
4833,59,4,obgyn,3,False
4834,49,6,other,26,False
4835,36,7,cardiology,12,False
4836,33,5,other,20,False
4837,36,11,internal medicine,9,False
4838,33,8,cardiology,18,False
4839,28,8,other,14,False
4840,25,7,cardiology,3,True
4841,42,10,internal medicine,16,True
4842,50,9,other,23,False
4843,46,6,cardiology,22,False
4844,39,9,cardiology,16,False
4845,41,10,internal medicine,28,True
4846,44,11,cardiology,20,False
4847,34,5,obgyn,18,False
4848,54,7,internal medicine,16,True
4849,38,5,obgyn,23,False
4850,50,8,internal medicine,12,True
4851,58,0,emergency medicine,18,True
4852,38,7,internal medicine,22,True
4853,51,9,other,17,False
4854,34,13,emergency medicine,24,False
4855,47,6,cardiology,22,False
4856,57,4,other,8,False
4857,37,4,internal medicine,20,True
4858,55,7,obgyn,15,False
4859,45,8,obgyn,28,False
4860,57,6,cardiology,28,False
4861,46,16,cardiology,12,False
4862,58,13,obgyn,7,False
4863,58,5,obgyn,6,False
4864,31,5,cardiology,29,False
4865,42,6,obgyn,0,False
4866,26,4,obgyn,14,False
4867,25,9,obgyn,8,False
4868,30,3,other,8,True
4869,55,9,emergency medicine,19,False
4870,42,5,cardiology,17,False
4871,43,7,cardiology,29,False
4872,44,3,other,17,True
4873,57,7,emergency medicine,18,False
4874,44,10,cardiology,21,False
4875,51,4,other,22,False
4876,37,7,other,7,False
4877,39,7,cardiology,5,False
4878,44,13,cardiology,20,False
4879,34,5,other,19,False
4880,33,5,cardiology,24,False
4881,33,6,internal medicine,27,False
4882,42,7,cardiology,10,False
4883,28,6,obgyn,16,False
4884,42,9,emergency medicine,0,False
4885,26,7,internal medicine,14,True
4886,30,9,internal medicine,20,True
4887,46,6,other,4,False
4888,30,5,cardiology,15,False
4889,54,4,other,0,False
4890,48,5,internal medicine,6,True
4891,25,9,cardiology,24,False
4892,56,8,cardiology,2,False
4893,34,8,emergency medicine,16,False
4894,50,9,emergency medicine,19,False
4895,48,4,cardiology,23,False
4896,42,11,emergency medicine,17,False
4897,42,3,internal medicine,21,True
4898,31,8,other,27,False
4899,34,7,obgyn,23,False
4900,25,8,internal medicine,3,True
4901,51,5,obgyn,25,False
4902,30,8,internal medicine,26,True
4903,32,5,emergency medicine,27,True
4904,57,6,internal medicine,18,True
4905,35,12,internal medicine,22,False
4906,44,7,internal medicine,8,True
4907,55,7,emergency medicine,23,False
4908,36,6,obgyn,3,False
4909,31,8,obgyn,8,False
4910,33,9,internal medicine,8,True
4911,51,9,emergency medicine,2,False
4912,43,5,cardiology,24,False
4913,44,6,internal medicine,21,True
4914,43,8,emergency medicine,22,False
4915,33,14,other,22,False
4916,41,4,cardiology,2,False
4917,26,7,internal medicine,4,True
4918,38,6,other,4,False
4919,51,9,other,28,False
4920,51,3,obgyn,2,False
4921,48,10,internal medicine,3,True
4922,39,0,emergency medicine,8,True
4923,25,11,other,7,False
4924,43,12,cardiology,11,False
4925,29,3,emergency medicine,10,True
4926,40,12,emergency medicine,22,False
4927,55,3,obgyn,12,False
4928,35,5,cardiology,21,False
4929,34,11,emergency medicine,26,False
4930,51,5,cardiology,21,False
4931,35,6,cardiology,29,False
4932,43,3,emergency medicine,27,True
4933,46,9,emergency medicine,19,False
4934,26,5,cardiology,27,False
4935,35,6,cardiology,10,False
4936,54,13,other,8,False
4937,46,5,other,29,False
4938,31,11,cardiology,21,False
4939,31,6,internal medicine,4,True
4940,30,6,emergency medicine,20,False
4941,30,5,obgyn,0,False
4942,44,3,internal medicine,26,True
4943,38,7,obgyn,28,False
4944,33,9,internal medicine,7,True
4945,42,4,obgyn,25,False
4946,54,9,other,23,True
4947,46,6,emergency medicine,7,False
4948,52,8,obgyn,18,False
4949,37,8,emergency medicine,10,False
4950,53,3,internal medicine,23,True
4951,57,7,other,16,False
4952,39,5,other,2,False
4953,59,6,emergency medicine,6,False
4954,29,7,cardiology,16,False
4955,43,8,cardiology,0,False
4956,37,6,emergency medicine,19,False
4957,41,7,internal medicine,15,True
4958,43,8,emergency medicine,21,False
4959,34,7,obgyn,18,False
4960,28,6,cardiology,29,False
4961,32,5,obgyn,22,False
4962,30,7,emergency medicine,13,False
4963,45,7,obgyn,9,True
4964,45,8,cardiology,22,False
4965,25,2,obgyn,5,False
4966,46,4,internal medicine,12,True
4967,39,4,obgyn,6,False
4968,27,8,emergency medicine,22,False
4969,44,8,internal medicine,4,True
4970,34,8,obgyn,17,False
4971,31,10,cardiology,22,False
4972,29,7,obgyn,15,False
4973,52,6,internal medicine,25,True
4974,53,10,obgyn,19,False
4975,56,5,cardiology,18,False
4976,45,6,cardiology,22,False
4977,44,7,emergency medicine,8,False
4978,25,7,emergency medicine,3,False
4979,29,4,other,8,True
4980,49,7,obgyn,29,False
4981,58,12,internal medicine,21,False
4982,28,5,cardiology,2,False
4983,25,5,internal medicine,18,True
4984,30,2,internal medicine,8,True
4985,47,9,emergency medicine,24,False
4986,58,9,obgyn,26,False
4987,48,5,emergency medicine,22,True
4988,40,11,cardiology,8,False
4989,30,9,other,0,False
4990,44,11,emergency medicine,8,False
4991,38,7,other,11,False
4992,27,4,emergency medicine,27,True
4993,27,4,obgyn,23,False
4994,59,9,emergency medicine,23,True
4995,43,9,cardiology,26,False
4996,30,6,internal medicine,22,True
4997,56,4,obgyn,24,True
4998,25,8,emergency medicine,10,False
4999,43,9,obgyn,10,False
5000,50,6,internal medicine,5,True
5001,25,15,obgyn,28,False
5002,36,3,emergency medicine,0,True
5003,46,7,cardiology,2,False
5004,31,11,internal medicine,27,False
5005,54,5,internal medicine,6,True
5006,32,11,internal medicine,27,False
5007,28,9,other,9,False
5008,32,8,internal medicine,2,True
5009,28,6,emergency medicine,17,False
5010,30,6,emergency medicine,3,False
5011,52,7,cardiology,29,False
5012,29,13,other,11,False
5013,41,8,emergency medicine,7,False
5014,39,3,internal medicine,29,True
5015,28,9,emergency medicine,20,False
5016,51,12,other,27,False
5017,30,7,emergency medicine,1,False
5018,34,7,emergency medicine,28,False
5019,54,3,internal medicine,2,True
5020,56,5,other,27,False
5021,34,9,other,26,False
5022,28,1,other,27,True
5023,29,6,emergency medicine,25,False
5024,53,3,internal medicine,29,True
5025,35,12,emergency medicine,3,False
5026,32,4,internal medicine,29,True
5027,54,8,internal medicine,29,True
5028,58,6,cardiology,20,False
5029,29,6,emergency medicine,20,True
5030,38,14,internal medicine,13,False
5031,29,6,emergency medicine,16,False
5032,29,9,obgyn,9,False
5033,41,6,internal medicine,19,True
5034,53,8,other,14,False
5035,52,6,obgyn,22,False
5036,37,9,obgyn,1,False
5037,51,2,cardiology,18,True
5038,49,8,emergency medicine,26,False
5039,54,3,cardiology,26,False
5040,50,5,emergency medicine,22,True
5041,46,9,cardiology,2,False
5042,38,10,internal medicine,25,True
5043,39,2,cardiology,29,True
5044,37,5,obgyn,3,False
5045,52,10,obgyn,22,True
5046,53,8,internal medicine,1,True
5047,59,4,internal medicine,19,True
5048,40,6,emergency medicine,10,False
5049,58,4,other,3,False
5050,51,5,cardiology,2,False
5051,43,6,cardiology,9,False
5052,46,8,obgyn,15,False
5053,49,9,cardiology,0,False
5054,27,14,internal medicine,11,False
5055,57,6,emergency medicine,12,False
5056,49,4,other,17,False
5057,45,5,internal medicine,23,True
5058,26,6,other,22,False
5059,37,6,other,29,False
5060,26,7,cardiology,23,False
5061,26,5,emergency medicine,6,True
5062,36,3,cardiology,16,False
5063,28,5,internal medicine,27,True
5064,45,9,emergency medicine,7,False
5065,49,9,obgyn,12,False
5066,37,9,emergency medicine,27,False
5067,25,7,other,12,False
5068,30,6,obgyn,20,False
5069,41,5,other,0,False
5070,43,6,emergency medicine,25,False
5071,43,6,cardiology,28,False
5072,57,7,other,16,True
5073,36,10,internal medicine,12,True
5074,32,8,cardiology,16,False
5075,59,10,internal medicine,11,True
5076,39,9,other,4,False
5077,53,2,emergency medicine,25,True
5078,27,9,cardiology,20,False
5079,42,10,cardiology,24,False
5080,50,7,other,3,False
5081,32,12,other,28,False
5082,47,13,emergency medicine,3,False
5083,58,8,other,0,False
5084,53,7,obgyn,20,False
5085,27,8,internal medicine,16,False
5086,46,7,obgyn,15,False
5087,41,6,cardiology,9,False
5088,39,11,emergency medicine,22,True
5089,42,8,obgyn,5,False
5090,40,8,other,0,False
5091,35,10,obgyn,27,False
5092,53,3,emergency medicine,6,True
5093,39,10,internal medicine,0,True
5094,42,7,obgyn,28,False
5095,40,11,emergency medicine,0,False
5096,25,9,internal medicine,9,True
5097,46,4,obgyn,14,False
5098,52,6,cardiology,2,False
5099,48,3,other,19,True
5100,39,3,cardiology,3,False
5101,45,10,emergency medicine,19,False
5102,30,10,other,10,False
5103,27,6,emergency medicine,29,False
5104,45,6,internal medicine,21,True
5105,46,11,obgyn,13,False
5106,51,4,other,10,False
5107,35,13,cardiology,6,False
5108,40,4,emergency medicine,7,True
5109,38,4,obgyn,3,False
5110,35,7,other,14,True
5111,31,9,internal medicine,24,True
5112,25,4,other,5,False
5113,56,6,emergency medicine,11,False
5114,35,5,other,6,False
5115,46,5,emergency medicine,3,True
5116,52,3,emergency medicine,29,True
5117,55,4,cardiology,28,False
5118,30,6,other,6,False
5119,34,8,emergency medicine,16,False
5120,31,6,internal medicine,1,True
5121,30,11,other,13,False
5122,43,13,other,18,False
5123,56,5,emergency medicine,24,True
5124,37,6,cardiology,24,False
5125,34,2,internal medicine,6,True
5126,55,9,internal medicine,29,True
5127,46,7,obgyn,5,False
5128,29,13,internal medicine,5,False
5129,45,11,emergency medicine,6,False
5130,44,9,other,6,False
5131,36,5,other,20,False
5132,56,12,emergency medicine,23,False
5133,44,16,obgyn,0,False
5134,48,9,other,13,False
5135,48,9,cardiology,17,False
5136,41,6,emergency medicine,14,False
5137,32,10,emergency medicine,13,False
5138,49,6,cardiology,21,False
5139,43,9,cardiology,2,False
5140,58,8,cardiology,23,False
5141,25,7,other,21,False
5142,36,9,cardiology,5,False
5143,32,6,obgyn,18,False
5144,52,6,cardiology,1,False
5145,28,10,cardiology,26,False
5146,56,6,cardiology,19,False
5147,29,6,obgyn,5,False
5148,54,5,obgyn,12,False
5149,49,7,other,12,False
5150,58,12,emergency medicine,5,False
5151,34,9,internal medicine,0,True
5152,35,7,emergency medicine,27,False
5153,58,9,other,8,False
5154,29,11,obgyn,0,False
5155,44,5,emergency medicine,26,False
5156,44,6,cardiology,7,False
5157,26,3,other,7,True
5158,35,10,other,17,False
5159,53,9,obgyn,2,False
5160,44,4,internal medicine,4,True
5161,48,10,emergency medicine,14,False
5162,54,10,cardiology,3,False
5163,45,7,cardiology,23,False
5164,33,12,obgyn,1,False
5165,39,7,cardiology,10,True
5166,59,6,obgyn,22,False
5167,47,7,emergency medicine,11,False
5168,35,3,cardiology,21,False
5169,55,9,emergency medicine,8,False
5170,56,9,cardiology,17,False
5171,45,12,other,16,False
5172,40,4,cardiology,20,False
5173,43,5,obgyn,12,False
5174,45,7,cardiology,13,False
5175,58,9,other,4,False
5176,40,7,other,29,True
5177,39,2,obgyn,1,False
5178,27,9,internal medicine,29,True
5179,49,4,other,20,False
5180,28,9,emergency medicine,11,False
5181,46,6,emergency medicine,28,False
5182,47,10,cardiology,18,False
5183,52,13,obgyn,15,False
5184,45,5,internal medicine,22,True
5185,50,9,obgyn,23,False
5186,42,7,internal medicine,17,True
5187,25,4,cardiology,3,False
5188,53,7,obgyn,22,False
5189,34,8,obgyn,26,False
5190,53,5,emergency medicine,11,True
5191,51,11,cardiology,16,False
5192,49,7,other,24,False
5193,38,4,other,9,False
5194,51,5,cardiology,0,False
5195,37,7,internal medicine,21,True
5196,28,4,obgyn,20,False
5197,33,7,emergency medicine,29,True
5198,43,8,obgyn,5,False
5199,54,4,other,3,False
5200,49,5,other,24,False
5201,40,5,internal medicine,22,True
5202,30,10,obgyn,7,False
5203,39,9,obgyn,29,False
5204,58,5,obgyn,11,False
5205,36,2,other,21,True
5206,51,5,internal medicine,26,True
5207,34,4,emergency medicine,12,True
5208,26,6,internal medicine,3,True
5209,59,9,other,6,False
5210,44,7,cardiology,26,False
5211,32,9,emergency medicine,18,False
5212,49,6,cardiology,24,False
5213,54,12,cardiology,25,True
5214,48,6,obgyn,20,False
5215,37,8,obgyn,27,False
5216,55,9,other,8,False
5217,35,3,emergency medicine,5,True
5218,37,7,other,23,False
5219,50,4,obgyn,6,False
5220,57,8,cardiology,12,False
5221,34,3,other,4,True
5222,33,8,cardiology,3,False
5223,28,9,obgyn,9,False
5224,41,7,obgyn,19,True
5225,50,4,internal medicine,6,True
5226,56,6,cardiology,19,False
5227,33,4,internal medicine,17,True
5228,42,7,cardiology,9,False
5229,55,11,other,7,False
5230,38,5,cardiology,20,False
5231,30,7,emergency medicine,29,False
5232,59,12,other,12,False
5233,48,11,obgyn,17,False
5234,26,8,emergency medicine,14,False
5235,36,7,other,3,False
5236,25,7,cardiology,3,False
5237,50,11,cardiology,8,False
5238,59,8,internal medicine,22,True
5239,45,7,obgyn,8,False
5240,31,7,emergency medicine,1,True
5241,42,6,internal medicine,12,True
5242,49,9,obgyn,1,False
5243,52,8,internal medicine,4,False
5244,33,11,internal medicine,11,False
5245,30,3,obgyn,3,False
5246,27,7,other,2,False
5247,46,11,other,26,False
5248,26,10,cardiology,22,False
5249,50,4,internal medicine,15,True
5250,58,4,obgyn,27,False
5251,47,3,cardiology,18,False
5252,33,8,emergency medicine,3,False
5253,35,6,internal medicine,26,True
5254,44,10,emergency medicine,28,False
5255,54,7,emergency medicine,6,True
5256,39,9,cardiology,20,False
5257,48,11,emergency medicine,10,False
5258,41,2,emergency medicine,0,True
5259,54,8,emergency medicine,16,True
5260,55,7,obgyn,27,False
5261,44,4,other,21,False
5262,32,10,internal medicine,1,True
5263,55,10,cardiology,20,False
5264,30,11,internal medicine,2,False
5265,42,7,emergency medicine,27,False
5266,50,6,cardiology,7,False
5267,50,7,internal medicine,27,True
5268,57,5,cardiology,21,False
5269,55,4,internal medicine,1,False
5270,45,4,emergency medicine,12,True
5271,54,5,internal medicine,0,True
5272,32,8,cardiology,26,False
5273,30,5,internal medicine,28,True
5274,29,7,internal medicine,26,True
5275,39,1,other,29,True
5276,46,11,other,29,False
5277,26,2,internal medicine,1,True
5278,56,10,internal medicine,8,True
5279,51,10,other,25,False
5280,34,7,cardiology,10,False
5281,28,5,obgyn,24,False
5282,43,8,emergency medicine,11,False
5283,25,7,other,27,False
5284,46,6,emergency medicine,23,False
5285,47,5,emergency medicine,21,True
5286,49,8,other,5,False
5287,38,9,internal medicine,5,True
5288,51,10,obgyn,5,False
5289,58,5,internal medicine,9,True
5290,25,6,internal medicine,24,False
5291,44,10,other,13,False
5292,28,5,internal medicine,1,True
5293,47,8,emergency medicine,0,False
5294,29,9,cardiology,16,False
5295,58,9,internal medicine,7,True
5296,31,6,internal medicine,12,True
5297,35,7,internal medicine,4,True
5298,36,9,internal medicine,2,False
5299,54,8,internal medicine,17,False
5300,25,4,obgyn,10,False
5301,44,5,obgyn,20,False
5302,35,8,obgyn,26,False
5303,58,9,emergency medicine,14,False
5304,31,4,cardiology,7,False
5305,33,11,cardiology,19,False
5306,41,11,obgyn,2,False
5307,26,7,internal medicine,9,True
5308,58,7,obgyn,25,False
5309,35,5,internal medicine,29,True
5310,59,9,internal medicine,10,True
5311,38,5,emergency medicine,19,True
5312,55,9,obgyn,5,False
5313,56,4,internal medicine,23,True
5314,54,8,cardiology,24,False
5315,26,6,obgyn,0,False
5316,31,4,cardiology,11,False
5317,34,12,obgyn,25,False
5318,40,5,obgyn,23,False
5319,35,5,other,23,False
5320,34,4,obgyn,20,True
5321,46,3,cardiology,7,False
5322,35,4,cardiology,17,False
5323,44,10,cardiology,1,False
5324,57,7,internal medicine,0,True
5325,49,10,cardiology,22,False
5326,52,10,other,3,False
5327,49,9,emergency medicine,22,False
5328,37,8,other,4,False
5329,56,9,other,12,False
5330,29,11,cardiology,22,False
5331,59,10,cardiology,3,False
5332,39,6,obgyn,21,False
5333,56,5,emergency medicine,24,True
5334,29,6,cardiology,25,False
5335,27,7,internal medicine,24,True
5336,42,7,emergency medicine,22,False
5337,54,8,internal medicine,7,True
5338,46,6,obgyn,18,False
5339,29,8,other,12,False
5340,52,9,emergency medicine,25,False
5341,51,9,emergency medicine,13,False
5342,25,5,emergency medicine,29,True
5343,46,9,obgyn,21,False
5344,49,4,cardiology,6,False
5345,39,8,emergency medicine,2,False
5346,59,9,emergency medicine,5,False
5347,35,7,other,12,False
5348,52,10,other,5,False
5349,31,7,emergency medicine,13,False
5350,26,11,other,26,False
5351,41,15,internal medicine,12,False
5352,43,6,emergency medicine,5,False
5353,51,6,other,25,True
5354,46,7,other,2,False
5355,39,6,emergency medicine,20,False
5356,26,8,obgyn,23,False
5357,28,9,cardiology,27,False
5358,28,5,emergency medicine,4,True
5359,42,2,emergency medicine,15,True
5360,34,6,cardiology,29,False
5361,28,6,internal medicine,6,True
5362,43,6,other,28,False
5363,30,7,emergency medicine,22,False
5364,43,9,emergency medicine,26,False
5365,32,7,other,16,False
5366,54,3,obgyn,20,False
5367,29,13,cardiology,7,False
5368,36,11,other,25,False
5369,44,5,internal medicine,10,True
5370,51,5,cardiology,7,False
5371,39,5,emergency medicine,0,True
5372,28,6,internal medicine,23,True
5373,53,11,obgyn,4,False
5374,29,7,cardiology,2,False
5375,41,11,obgyn,10,False
5376,32,9,obgyn,8,False
5377,54,6,emergency medicine,0,True
5378,56,8,cardiology,4,False
5379,46,5,other,15,False
5380,59,7,emergency medicine,10,False
5381,37,6,emergency medicine,9,False
5382,25,6,cardiology,3,False
5383,51,9,internal medicine,20,True
5384,40,4,cardiology,21,False
5385,42,7,other,12,False
5386,40,6,emergency medicine,27,False
5387,32,8,cardiology,8,False
5388,30,6,other,1,False
5389,58,5,other,12,False
5390,53,7,cardiology,21,False
5391,46,3,cardiology,29,False
5392,51,10,internal medicine,0,True
5393,47,4,emergency medicine,28,True
5394,25,7,other,7,False
5395,51,10,emergency medicine,8,False
5396,46,4,emergency medicine,2,True
5397,39,7,emergency medicine,11,False
5398,29,11,other,21,False
5399,42,7,cardiology,15,False
5400,54,2,cardiology,16,True
5401,35,6,emergency medicine,6,False
5402,49,6,cardiology,2,False
5403,55,4,internal medicine,16,True
5404,59,5,cardiology,23,False
5405,26,8,emergency medicine,28,False
5406,58,15,cardiology,12,False
5407,54,6,cardiology,27,False
5408,36,9,emergency medicine,21,False
5409,44,5,emergency medicine,25,True
5410,31,7,cardiology,29,False
5411,53,7,obgyn,27,False
5412,38,10,emergency medicine,21,False
5413,40,7,cardiology,12,False
5414,54,7,obgyn,16,False
5415,42,2,other,1,True
5416,38,9,obgyn,5,False
5417,52,14,emergency medicine,15,False
5418,41,10,emergency medicine,11,False
5419,58,6,obgyn,23,True
5420,42,11,other,4,False
5421,59,3,cardiology,20,False
5422,53,8,obgyn,6,False
5423,40,9,other,16,False
5424,31,10,cardiology,22,False
5425,29,5,internal medicine,4,True
5426,32,11,cardiology,27,False
5427,26,7,cardiology,13,False
5428,34,4,emergency medicine,25,True
5429,48,8,obgyn,26,False
5430,58,10,obgyn,8,False
5431,49,10,cardiology,22,False
5432,52,5,internal medicine,1,True
5433,36,5,obgyn,11,False
5434,51,4,obgyn,29,False
5435,46,8,other,14,False
5436,26,7,emergency medicine,7,False
5437,25,4,emergency medicine,24,True
5438,34,3,other,7,True
5439,47,4,cardiology,24,False
5440,39,4,cardiology,24,False
5441,38,7,cardiology,25,False
5442,25,13,cardiology,25,False
5443,47,5,cardiology,22,False
5444,29,7,other,5,False
5445,51,5,obgyn,29,False
5446,35,6,emergency medicine,2,False
5447,56,6,cardiology,8,False
5448,48,9,other,4,False
5449,49,10,internal medicine,16,True
5450,59,7,other,14,False
5451,34,6,obgyn,0,False
5452,51,8,other,29,False
5453,56,5,cardiology,15,False
5454,50,5,cardiology,18,False
5455,56,12,obgyn,29,False
5456,48,10,cardiology,3,False
5457,43,6,emergency medicine,26,False
5458,41,3,other,19,True
5459,25,8,other,12,False
5460,47,5,emergency medicine,4,True
5461,44,8,obgyn,18,True
5462,25,7,emergency medicine,9,False
5463,56,7,cardiology,25,False
5464,49,7,emergency medicine,7,False
5465,51,5,cardiology,2,False
5466,26,10,emergency medicine,29,False
5467,41,9,other,7,False
5468,58,14,emergency medicine,15,False
5469,40,7,obgyn,21,False
5470,58,2,other,23,True
5471,34,4,emergency medicine,17,True
5472,35,7,internal medicine,15,True
5473,48,8,internal medicine,23,True
5474,42,4,emergency medicine,5,True
5475,34,3,cardiology,3,False
5476,59,5,emergency medicine,28,True
5477,46,4,cardiology,7,False
5478,47,8,obgyn,2,False
5479,58,6,cardiology,12,False
5480,57,11,other,21,False
5481,39,6,other,15,False
5482,48,7,other,24,False
5483,54,8,obgyn,7,False
5484,33,8,other,2,False
5485,25,7,other,4,False
5486,41,5,internal medicine,7,True
5487,26,6,emergency medicine,26,False
5488,57,3,cardiology,26,False
5489,47,5,emergency medicine,3,True
5490,26,5,internal medicine,1,True
5491,45,8,emergency medicine,8,False
5492,27,7,internal medicine,23,True
5493,29,6,other,24,False
